tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	sample	site	location
PKSH-2E_LP-DIR-T-285	PKSH-2E_LP-DIR-T	PKSH-2E	5.9	73.9	-14.7	0	0	0	0	4	77	This study	shoemake 2024-08-12 16:01:29	LT-LT-Z:LP-DIR-T	g	2971	u	8	273			pmagpy-4.3.7	1.51e-06	1.65e-07	8.84e-08	7.25e-08	PKSH-2	PKSH	PKSH
PKSH-2E_LP-DIR-T-286	PKSH-2E_LP-DIR-T	PKSH-2E	8.3	245.3	11.1	0	0	0	0	5	343	This study	shoemake 2024-08-22 19:24:06	LT-T-Z:LP-DIR-T	g	2972	u	8	273			pmagpy-4.3.7	1.41e-06	9.73e-08	1.04e-07	1.54e-07	PKSH-2	PKSH	PKSH
PKSH-2E_LP-DIR-T-287	PKSH-2E_LP-DIR-T	PKSH-2E	9.8	247.7	11.1	0	0	0	0	6	343	This study	shoemake 2024-08-22 22:55:42	LT-T-Z:LP-DIR-T	g	2973	u	8	273			pmagpy-4.3.7	1.41e-06	1.44e-07	1.26e-07	1.55e-07	PKSH-2	PKSH	PKSH
PKSH-2E_LP-DIR-T-288	PKSH-2E_LP-DIR-T	PKSH-2E	10.3	245.9	10.6	0	0	0	0	7	373	This study	shoemake 2024-08-29 14:30:26	LT-T-Z:LP-DIR-T	g	2974	u	8	273			pmagpy-4.3.7	1.42e-06	1.42e-07	3.81e-08	2.18e-07	PKSH-2	PKSH	PKSH
PKSH-2E_LP-DIR-T-289	PKSH-2E_LP-DIR-T	PKSH-2E	3.4	249.1	9.7	0	0	0	0	8	403	This study	shoemake 2024-09-02 18:03:17	LT-T-Z:LP-DIR-T	g	2975	u	8	273			pmagpy-4.3.7	3.14e-06	1.46e-07	3.44e-08	1.2e-07	PKSH-2	PKSH	PKSH
PKSH-2E_LP-DIR-T-290	PKSH-2E_LP-DIR-T	PKSH-2E	8.5	252.9	9.7	0	0	0	0	9	433	This study	shoemake 2024-09-04 20:15:19	LT-T-Z:LP-DIR-T	g	2976	u	8	273			pmagpy-4.3.7	3.2e-06	4.58e-07	1.03e-07	1.11e-07	PKSH-2	PKSH	PKSH
PKSH-2E_LP-DIR-T-292	PKSH-2E_LP-DIR-T	PKSH-2E	5.4	251.9	9.4	0	0	0	0	11	483	This study	shoemake 2024-09-16 12:51:54	LT-T-Z:LP-DIR-T	g	2978	u	8	273			pmagpy-4.3.7	2.04e-06	1.87e-07	4.93e-08	2.38e-08	PKSH-2	PKSH	PKSH
PKSH-2E_LP-DIR-T-293	PKSH-2E_LP-DIR-T	PKSH-2E	4.2	254.8	9.4	0	0	0	0	12	513	This study	shoemake 2024-09-18 14:07:50	LT-T-Z:LP-DIR-T	g	2979	u	8	273			pmagpy-4.3.7	2.06e-06	1.47e-07	3.45e-08	2.65e-08	PKSH-2	PKSH	PKSH
PKSH-2E_LP-DIR-T-294	PKSH-2E_LP-DIR-T	PKSH-2E	2.0	251.7	10.1	0	0	0	0	13	543	This study	shoemake 2024-10-04 21:16:27	LT-T-Z:LP-DIR-T	g	2980	u	8	273			pmagpy-4.3.7	1.81e-06	5.74e-08	1.6e-08	2.14e-08	PKSH-2	PKSH	PKSH
PKSH-2E_LP-DIR-T-295	PKSH-2E_LP-DIR-T	PKSH-2E	5.8	256.5	8.5	0	0	0	0	14	573	This study	shoemake 2024-10-15 16:17:23	LT-T-Z:LP-DIR-T	g	2981	u	8	273			pmagpy-4.3.7	1.21e-06	1.2e-07	2.56e-08	1.36e-08	PKSH-2	PKSH	PKSH
PKSH-2E_LP-DIR-T-296	PKSH-2E_LP-DIR-T	PKSH-2E	3.1	254.0	9.3	0	0	0	0	15	603	This study	shoemake 2024-10-23 20:17:09	LT-T-Z:LP-DIR-T	g	2982	u	8	273			pmagpy-4.3.7	1.18e-06	6.17e-08	1.56e-08	2.95e-09	PKSH-2	PKSH	PKSH
PKSH-2E_LP-DIR-T-297	PKSH-2E_LP-DIR-T	PKSH-2E	0.8	254.6	9.1	0	0	0	0	16	633	This study	shoemake 2025-05-21 11:55:45	LT-T-Z:LP-DIR-T	g	2983	u	8	273			pmagpy-4.3.7	1.17e-06	1.53e-08	1.02e-08	7.07e-09	PKSH-2	PKSH	PKSH
PKSH-2E_LP-DIR-T-298	PKSH-2E_LP-DIR-T	PKSH-2E	9.5	254.9	9.1	0	0	0	0	17	663	This study	shoemake 2025-05-22 14:37:39	LT-T-Z:LP-DIR-T	g	2984	u	8	273			pmagpy-4.3.7	1.15e-06	1.86e-07	4.96e-08	6.76e-09	PKSH-2	PKSH	PKSH
PKSH-2E_LP-DIR-T-299	PKSH-2E_LP-DIR-T	PKSH-2E	3.4	260.2	8.6	0	0	0	0	18	693	This study	shoemake 2025-05-25 16:50:41	LT-T-Z:LP-DIR-T	g	2985	u	8	273			pmagpy-4.3.7	1.14e-06	6.68e-08	1.39e-08	7.04e-09	PKSH-2	PKSH	PKSH
PKSH-2E_LP-DIR-T-300	PKSH-2E_LP-DIR-T	PKSH-2E	4.3	248.4	8.7	0	0	0	0	19	693	This study	shoemake 2025-06-18 17:12:22	LT-T-Z:LP-DIR-T	g	2986	u	8	273			pmagpy-4.3.7	1.14e-06	7.98e-08	3.07e-08	7.65e-09	PKSH-2	PKSH	PKSH
PKSH-2F_LP-DIR-T-302	PKSH-2F_LP-DIR-T	PKSH-2F	2.3	239.5	33.9	0	0	0	0	0	273	This study	shoemake 2024-07-15 18:09:08	LT-NO:LP-DIR-T	g	2988	u	8	273			pmagpy-4.3.7	1.01e-05	3.91e-07	1.3e-07	1.23e-07	PKSH-2	PKSH	PKSH
PKSH-2F_LP-DIR-T-303	PKSH-2F_LP-DIR-T	PKSH-2F	0.7	244.4	31.9	0	0	0	0	1	77	This study	shoemake 2024-07-29 19:45:27	LT-LT-Z:LP-DIR-T	g	2989	u	8	273			pmagpy-4.3.7	9.85e-06	1.05e-07	1.91e-07	9.56e-08	PKSH-2	PKSH	PKSH
PKSH-2F_LP-DIR-T-304	PKSH-2F_LP-DIR-T	PKSH-2F	0.9	236.8	31.5	0	0	0	0	2	77	This study	shoemake 2024-08-12 13:52:41	LT-LT-Z:LP-DIR-T	g	2990	u	8	273			pmagpy-4.3.7	9.7e-06	1.36e-07	1.63e-07	9.25e-08	PKSH-2	PKSH	PKSH
PKSH-2F_LP-DIR-T-305	PKSH-2F_LP-DIR-T	PKSH-2F	1.4	247.4	20.3	0	0	0	0	3	343	This study	shoemake 2024-08-22 19:26:34	LT-T-Z:LP-DIR-T	g	2991	u	8	273			pmagpy-4.3.7	7.13e-06	1.28e-07	1.21e-07	4.83e-08	PKSH-2	PKSH	PKSH
PKSH-2F_LP-DIR-T-306	PKSH-2F_LP-DIR-T	PKSH-2F	0.8	249.1	20.3	0	0	0	0	4	343	This study	shoemake 2024-08-22 22:58:09	LT-T-Z:LP-DIR-T	g	2992	u	8	273			pmagpy-4.3.7	7.13e-06	9.54e-08	6.18e-08	5e-08	PKSH-2	PKSH	PKSH
PKSH-2F_LP-DIR-T-307	PKSH-2F_LP-DIR-T	PKSH-2F	8.2	245.6	20.3	0	0	0	0	5	373	This study	shoemake 2024-08-29 14:32:54	LT-T-Z:LP-DIR-T	g	2993	u	8	273			pmagpy-4.3.7	7.05e-06	8.95e-07	4.93e-07	4.99e-08	PKSH-2	PKSH	PKSH
PKSH-2F_LP-DIR-T-308	PKSH-2F_LP-DIR-T	PKSH-2F	3.7	249.5	15.4	0	0	0	0	6	403	This study	shoemake 2024-09-02 18:05:47	LT-T-Z:LP-DIR-T	g	2994	u	8	273			pmagpy-4.3.7	5.42e-06	3.17e-07	1.52e-07	4.33e-08	PKSH-2	PKSH	PKSH
PKSH-2F_LP-DIR-T-309	PKSH-2F_LP-DIR-T	PKSH-2F	3.1	248.3	15.2	0	0	0	0	7	433	This study	shoemake 2024-09-04 20:17:47	LT-T-Z:LP-DIR-T	g	2995	u	8	273			pmagpy-4.3.7	5.43e-06	2.66e-07	1.33e-07	3.66e-08	PKSH-2	PKSH	PKSH
PKSH-2F_LP-DIR-T-310	PKSH-2F_LP-DIR-T	PKSH-2F	0.6	242.7	13.9	0	0	0	0	8	463	This study	shoemake 2024-09-09 17:26:19	LT-T-Z:LP-DIR-T	g	2996	u	8	273			pmagpy-4.3.7	4.58e-06	3.76e-08	2.77e-08	3.1e-08	PKSH-2	PKSH	PKSH
PKSH-2F_LP-DIR-T-311	PKSH-2F_LP-DIR-T	PKSH-2F	9.0	252.9	11.2	0	0	0	0	9	483	This study	shoemake 2024-09-16 12:54:21	LT-T-Z:LP-DIR-T	g	2997	u	8	273			pmagpy-4.3.7	2.4e-06	3.66e-07	1.09e-07	1.61e-08	PKSH-2	PKSH	PKSH
PKSH-2F_LP-DIR-T-312	PKSH-2F_LP-DIR-T	PKSH-2F	5.2	255.8	10.8	0	0	0	0	10	513	This study	shoemake 2024-09-18 14:10:17	LT-T-Z:LP-DIR-T	g	2998	u	8	273			pmagpy-4.3.7	2.42e-06	2.12e-07	5.49e-08	1.77e-08	PKSH-2	PKSH	PKSH
PKSH-2F_LP-DIR-T-313	PKSH-2F_LP-DIR-T	PKSH-2F	1.1	252.4	10.7	0	0	0	0	11	543	This study	shoemake 2024-10-04 21:18:55	LT-T-Z:LP-DIR-T	g	2999	u	8	273			pmagpy-4.3.7	1.98e-06	3.26e-08	1.51e-08	1.35e-08	PKSH-2	PKSH	PKSH
PKSH-2F_LP-DIR-T-314	PKSH-2F_LP-DIR-T	PKSH-2F	3.2	259.9	9.1	0	0	0	0	12	573	This study	shoemake 2024-10-15 16:19:52	LT-T-Z:LP-DIR-T	g	3000	u	8	273			pmagpy-4.3.7	1.3e-06	7.1e-08	1.42e-08	1.08e-08	PKSH-2	PKSH	PKSH
PKSH-2F_LP-DIR-T-315	PKSH-2F_LP-DIR-T	PKSH-2F	0.7	256.0	9.8	0	0	0	0	13	603	This study	shoemake 2024-10-23 20:19:34	LT-T-Z:LP-DIR-T	g	3001	u	8	273			pmagpy-4.3.7	1.28e-06	1.54e-08	6.62e-09	4.58e-09	PKSH-2	PKSH	PKSH
PKSH-2F_LP-DIR-T-316	PKSH-2F_LP-DIR-T	PKSH-2F	7.7	251.3	10.2	0	0	0	0	14	633	This study	shoemake 2025-05-21 11:58:17	LT-T-Z:LP-DIR-T	g	3002	u	8	273			pmagpy-4.3.7	1.25e-06	1.6e-07	5.49e-08	6.51e-09	PKSH-2	PKSH	PKSH
PKSH-2F_LP-DIR-T-317	PKSH-2F_LP-DIR-T	PKSH-2F	0.8	261.8	10.1	0	0	0	0	15	663	This study	shoemake 2025-05-22 14:40:10	LT-T-Z:LP-DIR-T	g	3003	u	8	273			pmagpy-4.3.7	1.24e-06	1.51e-08	1.15e-08	6.44e-09	PKSH-2	PKSH	PKSH
PKSH-2F_LP-DIR-T-318	PKSH-2F_LP-DIR-T	PKSH-2F	2.0	256.1	9.8	0	0	0	0	16	693	This study	shoemake 2025-05-25 16:53:12	LT-T-Z:LP-DIR-T	g	3004	u	8	273			pmagpy-4.3.7	1.22e-06	4.06e-08	1.51e-08	6.48e-09	PKSH-2	PKSH	PKSH
PKSH-2F_LP-DIR-T-319	PKSH-2F_LP-DIR-T	PKSH-2F	2.0	255.2	10.0	0	0	0	0	17	693	This study	shoemake 2025-06-18 17:14:44	LT-T-Z:LP-DIR-T	g	3005	u	8	273			pmagpy-4.3.7	1.22e-06	4.09e-08	1.44e-08	6.3e-09	PKSH-2	PKSH	PKSH
PKSH-2G_LP-DIR-T-323	PKSH-2G_LP-DIR-T	PKSH-2G	0.8	242.9	8.9	0	0	0	0	0	273	This study	shoemake 2024-07-15 18:11:14	LT-NO:LP-DIR-T	g	3009	u	8	273			pmagpy-4.3.7	9.41e-06	7.8e-08	7.12e-08	8.57e-08	PKSH-2	PKSH	PKSH
PKSH-2G_LP-DIR-T-324	PKSH-2G_LP-DIR-T	PKSH-2G	4.9	246.1	7.9	0	0	0	0	1	77	This study	shoemake 2024-07-29 19:48:24	LT-LT-Z:LP-DIR-T	g	3010	u	8	273			pmagpy-4.3.7	9.28e-06	7.41e-07	3.13e-07	5.71e-08	PKSH-2	PKSH	PKSH
PKSH-2G_LP-DIR-T-325	PKSH-2G_LP-DIR-T	PKSH-2G	0.8	248.0	7.8	0	0	0	0	2	77	This study	shoemake 2024-08-12 13:55:11	LT-LT-Z:LP-DIR-T	g	3011	u	8	273			pmagpy-4.3.7	9.24e-06	1.05e-07	6.78e-08	7.52e-08	PKSH-2	PKSH	PKSH
PKSH-2G_LP-DIR-T-326	PKSH-2G_LP-DIR-T	PKSH-2G	0.7	247.8	7.3	0	0	0	0	3	343	This study	shoemake 2024-08-22 19:28:59	LT-T-Z:LP-DIR-T	g	3012	u	8	273			pmagpy-4.3.7	7.01e-06	6.09e-08	4.8e-08	5.37e-08	PKSH-2	PKSH	PKSH
PKSH-2G_LP-DIR-T-327	PKSH-2G_LP-DIR-T	PKSH-2G	0.8	247.5	7.3	0	0	0	0	4	343	This study	shoemake 2024-08-22 23:00:35	LT-T-Z:LP-DIR-T	g	3013	u	8	273			pmagpy-4.3.7	7.01e-06	8.59e-08	4.51e-08	5.45e-08	PKSH-2	PKSH	PKSH
PKSH-2G_LP-DIR-T-328	PKSH-2G_LP-DIR-T	PKSH-2G	6.8	248.6	7.3	0	0	0	0	5	373	This study	shoemake 2024-08-29 14:35:21	LT-T-Z:LP-DIR-T	g	3014	u	8	273			pmagpy-4.3.7	6.95e-06	7.75e-07	2.89e-07	5.17e-08	PKSH-2	PKSH	PKSH
PKSH-2G_LP-DIR-T-329	PKSH-2G_LP-DIR-T	PKSH-2G	3.7	249.2	7.3	0	0	0	0	6	403	This study	shoemake 2024-09-02 18:08:17	LT-T-Z:LP-DIR-T	g	3015	u	8	273			pmagpy-4.3.7	5.43e-06	3.3e-07	1.1e-07	5.39e-08	PKSH-2	PKSH	PKSH
PKSH-2G_LP-DIR-T-330	PKSH-2G_LP-DIR-T	PKSH-2G	3.6	251.8	7.3	0	0	0	0	7	433	This study	shoemake 2024-09-04 20:20:17	LT-T-Z:LP-DIR-T	g	3016	u	8	273			pmagpy-4.3.7	5.42e-06	3.3e-07	9.5e-08	4.85e-08	PKSH-2	PKSH	PKSH
PKSH-2G_LP-DIR-T-331	PKSH-2G_LP-DIR-T	PKSH-2G	0.9	249.1	8.3	0	0	0	0	8	463	This study	shoemake 2024-09-09 17:28:49	LT-T-Z:LP-DIR-T	g	3017	u	8	273			pmagpy-4.3.7	4.47e-06	5.93e-08	2.57e-08	4.15e-08	PKSH-2	PKSH	PKSH
PKSH-2G_LP-DIR-T-332	PKSH-2G_LP-DIR-T	PKSH-2G	8.7	252.6	9.7	0	0	0	0	9	483	This study	shoemake 2024-09-16 12:56:46	LT-T-Z:LP-DIR-T	g	3018	u	8	273			pmagpy-4.3.7	2.46e-06	3.59e-07	1.08e-07	1.79e-08	PKSH-2	PKSH	PKSH
PKSH-2G_LP-DIR-T-333	PKSH-2G_LP-DIR-T	PKSH-2G	7.2	256.1	9.4	0	0	0	0	10	513	This study	shoemake 2024-09-18 14:12:45	LT-T-Z:LP-DIR-T	g	3019	u	8	273			pmagpy-4.3.7	2.47e-06	3.04e-07	6.88e-08	2.08e-08	PKSH-2	PKSH	PKSH
PKSH-2G_LP-DIR-T-334	PKSH-2G_LP-DIR-T	PKSH-2G	4.0	255.4	9.7	0	0	0	0	11	543	This study	shoemake 2024-10-04 21:21:23	LT-T-Z:LP-DIR-T	g	3020	u	8	273			pmagpy-4.3.7	1.85e-06	1.26e-07	3.17e-08	1.48e-08	PKSH-2	PKSH	PKSH
PKSH-2G_LP-DIR-T-335	PKSH-2G_LP-DIR-T	PKSH-2G	4.9	257.7	8.6	0	0	0	0	12	573	This study	shoemake 2024-10-15 16:22:21	LT-T-Z:LP-DIR-T	g	3021	u	8	273			pmagpy-4.3.7	1.26e-06	1.04e-07	2.23e-08	1.05e-08	PKSH-2	PKSH	PKSH
PKSH-2G_LP-DIR-T-336	PKSH-2G_LP-DIR-T	PKSH-2G	3.0	255.4	9.1	0	0	0	0	13	603	This study	shoemake 2024-10-23 20:22:02	LT-T-Z:LP-DIR-T	g	3022	u	8	273			pmagpy-4.3.7	1.25e-06	6.32e-08	1.59e-08	3.97e-09	PKSH-2	PKSH	PKSH
PKSH-2G_LP-DIR-T-337	PKSH-2G_LP-DIR-T	PKSH-2G	4.8	254.2	9.2	0	0	0	0	14	633	This study	shoemake 2025-05-21 12:00:48	LT-T-Z:LP-DIR-T	g	3023	u	8	273			pmagpy-4.3.7	1.22e-06	9.94e-08	2.84e-08	8.54e-09	PKSH-2	PKSH	PKSH
PKSH-2G_LP-DIR-T-338	PKSH-2G_LP-DIR-T	PKSH-2G	3.1	259.8	9.2	0	0	0	0	15	663	This study	shoemake 2025-05-22 14:47:34	LT-T-Z:LP-DIR-T	g	3024	u	8	273			pmagpy-4.3.7	1.17e-06	6.12e-08	1.6e-08	5.72e-09	PKSH-2	PKSH	PKSH
PKSH-2G_LP-DIR-T-339	PKSH-2G_LP-DIR-T	PKSH-2G	3.9	257.6	8.1	0	0	0	0	16	693	This study	shoemake 2025-05-25 16:55:43	LT-T-Z:LP-DIR-T	g	3025	u	8	273			pmagpy-4.3.7	1.16e-06	7.64e-08	1.94e-08	9.6e-09	PKSH-2	PKSH	PKSH
PKSH-2G_LP-DIR-T-340	PKSH-2G_LP-DIR-T	PKSH-2G	2.1	256.6	8.7	0	0	0	0	17	693	This study	shoemake 2025-06-18 17:17:07	LT-T-Z:LP-DIR-T	g	3026	u	8	273			pmagpy-4.3.7	1.16e-06	4.02e-08	1.41e-08	7.11e-09	PKSH-2	PKSH	PKSH
PKSH-2H_LP-DIR-T-344	PKSH-2H_LP-DIR-T	PKSH-2H	0.9	245.7	10.7	0	0	0	0	0	273	This study	shoemake 2024-07-15 18:13:19	LT-NO:LP-DIR-T	g	3030	u	8	273			pmagpy-4.3.7	9.46e-06	1.01e-07	6.86e-08	8.84e-08	PKSH-2	PKSH	PKSH
PKSH-2H_LP-DIR-T-345	PKSH-2H_LP-DIR-T	PKSH-2H	1.4	245.2	9.8	0	0	0	0	1	77	This study	shoemake 2024-07-29 19:51:20	LT-LT-Z:LP-DIR-T	g	3031	u	8	273			pmagpy-4.3.7	9.36e-06	2.3e-07	7.85e-08	4.96e-08	PKSH-2	PKSH	PKSH
PKSH-2H_LP-DIR-T-346	PKSH-2H_LP-DIR-T	PKSH-2H	0.7	247.7	9.7	0	0	0	0	2	77	This study	shoemake 2024-08-12 13:57:39	LT-LT-Z:LP-DIR-T	g	3032	u	8	273			pmagpy-4.3.7	9.26e-06	8.99e-08	7e-08	7.43e-08	PKSH-2	PKSH	PKSH
PKSH-2H_LP-DIR-T-347	PKSH-2H_LP-DIR-T	PKSH-2H	5.6	251.2	8.3	0	0	0	0	3	343	This study	shoemake 2024-08-22 19:31:24	LT-T-Z:LP-DIR-T	g	3033	u	8	273			pmagpy-4.3.7	6.98e-06	6.47e-07	2.14e-07	4.83e-08	PKSH-2	PKSH	PKSH
PKSH-2H_LP-DIR-T-348	PKSH-2H_LP-DIR-T	PKSH-2H	6.2	250.7	8.2	0	0	0	0	4	343	This study	shoemake 2024-08-22 23:02:57	LT-T-Z:LP-DIR-T	g	3034	u	8	273			pmagpy-4.3.7	6.93e-06	6.94e-07	2.86e-07	5.97e-08	PKSH-2	PKSH	PKSH
PKSH-2H_LP-DIR-T-349	PKSH-2H_LP-DIR-T	PKSH-2H	7.0	251.2	8.3	0	0	0	0	5	373	This study	shoemake 2024-08-29 14:37:46	LT-T-Z:LP-DIR-T	g	3035	u	8	273			pmagpy-4.3.7	6.95e-06	8.09e-07	2.74e-07	4.8e-08	PKSH-2	PKSH	PKSH
PKSH-2H_LP-DIR-T-350	PKSH-2H_LP-DIR-T	PKSH-2H	0.7	253.6	8.5	0	0	0	0	6	403	This study	shoemake 2024-09-02 18:10:47	LT-T-Z:LP-DIR-T	g	3036	u	8	273			pmagpy-4.3.7	5.42e-06	4.88e-08	3.56e-08	4.06e-08	PKSH-2	PKSH	PKSH
PKSH-2H_LP-DIR-T-351	PKSH-2H_LP-DIR-T	PKSH-2H	5.3	252.8	8.4	0	0	0	0	7	433	This study	shoemake 2024-09-04 20:22:47	LT-T-Z:LP-DIR-T	g	3037	u	8	273			pmagpy-4.3.7	5.37e-06	4.78e-07	1.42e-07	3.39e-08	PKSH-2	PKSH	PKSH
PKSH-2H_LP-DIR-T-352	PKSH-2H_LP-DIR-T	PKSH-2H	4.2	246.7	8.0	0	0	0	0	8	463	This study	shoemake 2024-09-09 17:31:19	LT-T-Z:LP-DIR-T	g	3038	u	8	273			pmagpy-4.3.7	4.42e-06	3.01e-07	1.2e-07	3.05e-08	PKSH-2	PKSH	PKSH
PKSH-2H_LP-DIR-T-355	PKSH-2H_LP-DIR-T	PKSH-2H	0.8	248.3	9.0	0	0	0	0	11	483	This study	shoemake 2024-09-16 16:54:02	LT-T-Z:LP-DIR-T	g	3041	u	8	273			pmagpy-4.3.7	2.73e-06	2.95e-08	1.26e-08	1.72e-08	PKSH-2	PKSH	PKSH
PKSH-2H_LP-DIR-T-356	PKSH-2H_LP-DIR-T	PKSH-2H	6.6	253.3	9.3	0	0	0	0	12	513	This study	shoemake 2024-09-18 14:15:10	LT-T-Z:LP-DIR-T	g	3042	u	8	273			pmagpy-4.3.7	2.71e-06	3.06e-07	8.07e-08	1.34e-08	PKSH-2	PKSH	PKSH
PKSH-2H_LP-DIR-T-357	PKSH-2H_LP-DIR-T	PKSH-2H	2.5	255.1	10.0	0	0	0	0	13	543	This study	shoemake 2024-10-04 21:23:53	LT-T-Z:LP-DIR-T	g	3043	u	8	273			pmagpy-4.3.7	1.78e-06	7.37e-08	2.03e-08	1.3e-08	PKSH-2	PKSH	PKSH
PKSH-2H_LP-DIR-T-358	PKSH-2H_LP-DIR-T	PKSH-2H	3.6	252.9	9.0	0	0	0	0	14	573	This study	shoemake 2024-10-15 16:24:53	LT-T-Z:LP-DIR-T	g	3044	u	8	273			pmagpy-4.3.7	1.2e-06	7.1e-08	2.2e-08	1.08e-08	PKSH-2	PKSH	PKSH
PKSH-2H_LP-DIR-T-359	PKSH-2H_LP-DIR-T	PKSH-2H	4.8	254.8	9.3	0	0	0	0	15	603	This study	shoemake 2024-10-23 20:24:31	LT-T-Z:LP-DIR-T	g	3045	u	8	273			pmagpy-4.3.7	1.18e-06	9.64e-08	2.57e-08	2.97e-09	PKSH-2	PKSH	PKSH
PKSH-2H_LP-DIR-T-360	PKSH-2H_LP-DIR-T	PKSH-2H	8.1	251.2	9.6	0	0	0	0	16	633	This study	shoemake 2025-05-21 12:03:19	LT-T-Z:LP-DIR-T	g	3046	u	8	273			pmagpy-4.3.7	1.15e-06	1.56e-07	5.34e-08	5.85e-09	PKSH-2	PKSH	PKSH
PKSH-2H_LP-DIR-T-361	PKSH-2H_LP-DIR-T	PKSH-2H	5.8	252.2	10.2	0	0	0	0	17	663	This study	shoemake 2025-05-22 14:50:04	LT-T-Z:LP-DIR-T	g	3047	u	8	273			pmagpy-4.3.7	1.12e-06	1.08e-07	3.56e-08	5.54e-09	PKSH-2	PKSH	PKSH
PKSH-2H_LP-DIR-T-362	PKSH-2H_LP-DIR-T	PKSH-2H	3.3	256.8	9.3	0	0	0	0	18	693	This study	shoemake 2025-05-25 17:05:06	LT-T-Z:LP-DIR-T	g	3048	u	8	273			pmagpy-4.3.7	1.1e-06	6.09e-08	1.74e-08	8.49e-09	PKSH-2	PKSH	PKSH
PKSH-2H_LP-DIR-T-363	PKSH-2H_LP-DIR-T	PKSH-2H	3.1	254.2	10.1	0	0	0	0	19	693	This study	shoemake 2025-06-19 11:35:46	LT-T-Z:LP-DIR-T	g	3049	u	8	273			pmagpy-4.3.7	1.1e-06	5.72e-08	2e-08	7.77e-09	PKSH-2	PKSH	PKSH
PKSH-2I_LP-DIR-T-367	PKSH-2I_LP-DIR-T	PKSH-2I	4.6	246.3	10.4	0	0	0	0	0	273	This study	shoemake 2024-07-15 18:15:22	LT-NO:LP-DIR-T	g	3053	u	8	273			pmagpy-4.3.7	9.21e-06	6.46e-07	3.34e-07	1.09e-07	PKSH-2	PKSH	PKSH
PKSH-2I_LP-DIR-T-368	PKSH-2I_LP-DIR-T	PKSH-2I	0.9	243.3	9.2	0	0	0	0	1	77	This study	shoemake 2024-07-29 19:54:17	LT-LT-Z:LP-DIR-T	g	3054	u	8	273			pmagpy-4.3.7	9.14e-06	1.57e-07	4.87e-08	4.08e-08	PKSH-2	PKSH	PKSH
PKSH-2I_LP-DIR-T-369	PKSH-2I_LP-DIR-T	PKSH-2I	1.5	246.8	9.1	0	0	0	0	2	77	This study	shoemake 2024-08-12 14:00:08	LT-LT-Z:LP-DIR-T	g	3055	u	8	273			pmagpy-4.3.7	8.99e-06	2.16e-07	9.92e-08	6.85e-08	PKSH-2	PKSH	PKSH
PKSH-2I_LP-DIR-T-370	PKSH-2I_LP-DIR-T	PKSH-2I	4.1	244.9	8.4	0	0	0	0	3	343	This study	shoemake 2024-08-22 19:33:49	LT-T-Z:LP-DIR-T	g	3056	u	8	273			pmagpy-4.3.7	6.74e-06	4.4e-07	1.87e-07	4.59e-08	PKSH-2	PKSH	PKSH
PKSH-2I_LP-DIR-T-371	PKSH-2I_LP-DIR-T	PKSH-2I	4.7	244.3	8.4	0	0	0	0	4	343	This study	shoemake 2024-08-22 23:05:20	LT-T-Z:LP-DIR-T	g	3057	u	8	273			pmagpy-4.3.7	6.74e-06	5.06e-07	2.24e-07	4.61e-08	PKSH-2	PKSH	PKSH
PKSH-2I_LP-DIR-T-372	PKSH-2I_LP-DIR-T	PKSH-2I	6.1	241.0	8.2	0	0	0	0	5	373	This study	shoemake 2024-08-29 14:40:12	LT-T-Z:LP-DIR-T	g	3058	u	8	273			pmagpy-4.3.7	6.73e-06	6.31e-07	3.37e-07	4.39e-08	PKSH-2	PKSH	PKSH
PKSH-2I_LP-DIR-T-373	PKSH-2I_LP-DIR-T	PKSH-2I	0.9	250.1	8.2	0	0	0	0	6	403	This study	shoemake 2024-09-02 18:13:16	LT-T-Z:LP-DIR-T	g	3059	u	8	273			pmagpy-4.3.7	5.36e-06	6.23e-08	4.36e-08	4.88e-08	PKSH-2	PKSH	PKSH
PKSH-2I_LP-DIR-T-374	PKSH-2I_LP-DIR-T	PKSH-2I	8.3	249.1	8.3	0	0	0	0	7	433	This study	shoemake 2024-09-04 20:25:14	LT-T-Z:LP-DIR-T	g	3060	u	8	273			pmagpy-4.3.7	5.29e-06	7.25e-07	2.66e-07	3.76e-08	PKSH-2	PKSH	PKSH
PKSH-2I_LP-DIR-T-375	PKSH-2I_LP-DIR-T	PKSH-2I	2.7	242.5	7.8	0	0	0	0	8	463	This study	shoemake 2024-09-09 17:33:53	LT-T-Z:LP-DIR-T	g	3061	u	8	273			pmagpy-4.3.7	4.48e-06	1.95e-07	9.12e-08	2.41e-08	PKSH-2	PKSH	PKSH
PKSH-2I_LP-DIR-T-376	PKSH-2I_LP-DIR-T	PKSH-2I	7.5	250.2	8.7	0	0	0	0	9	483	This study	shoemake 2024-09-16 13:01:41	LT-T-Z:LP-DIR-T	g	3062	u	8	273			pmagpy-4.3.7	3.08e-06	3.83e-07	1.28e-07	2.17e-08	PKSH-2	PKSH	PKSH
