tab	measurements																									
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
	This study		4.9	166	-21.2	PKSB-1F_LP-DIR-T	shoemake 2024-10-14 14:48:35	6.73E-06	1.84E-07	5.29E-07	1.26E-07	8	273	PKSB-1F_LP-DIR-T-103	LT-T-Z:LP-DIR-T	g	3302	pmagpy-4.3.7	PKSB-1F	u	0	0	0	0	11	483
	This study		1.4	162.3	-22.1	PKSB-1F_LP-DIR-T	shoemake 2024-10-18 12:46:01	6.86E-06	7.37E-08	1.17E-07	1.06E-07	8	273	PKSB-1F_LP-DIR-T-104	LT-T-Z:LP-DIR-T	g	3303	pmagpy-4.3.7	PKSB-1F	u	0	0	0	0	12	513
	This study		7.3	169.7	-27.7	PKSB-1F_LP-DIR-T	shoemake 2024-10-28 15:18:56	5.94E-06	2.06E-07	7.23E-07	1.05E-07	8	273	PKSB-1F_LP-DIR-T-105	LT-T-Z:LP-DIR-T	g	3304	pmagpy-4.3.7	PKSB-1F	u	0	0	0	0	13	543
	This study		1.3	168	-27.2	PKSB-1F_LP-DIR-T	shoemake 2024-10-28 15:42:54	5.94E-06	7.45E-08	8.59E-08	9.25E-08	8	273	PKSB-1F_LP-DIR-T-106	LT-T-Z:LP-DIR-T	g	3305	pmagpy-4.3.7	PKSB-1F	u	0	0	0	0	14	543
	This study		1.3	162	-27.9	PKSB-1F_LP-DIR-T	shoemake 2024-11-06 18:57:28	4.29E-06	3.63E-08	9.12E-08	1.65E-08	8	273	PKSB-1F_LP-DIR-T-107	LT-T-Z:LP-DIR-T	g	3306	pmagpy-4.3.7	PKSB-1F	u	0	0	0	0	15	573
	This study		3.8	165.3	-30.4	PKSB-1F_LP-DIR-T	shoemake 2024-11-15 19:32:06	2.89E-06	6.76E-08	1.81E-07	3.34E-08	8	273	PKSB-1F_LP-DIR-T-108	LT-T-Z:LP-DIR-T	g	3307	pmagpy-4.3.7	PKSB-1F	u	0	0	0	0	16	603
	This study		66.7	287.5	-86.6	PKSB-1F_LP-DIR-T	shoemake 2024-11-18 19:06:52	2.17E-11	2.32E-12	1.02E-12	2.97E-11	8	273	PKSB-1F_LP-DIR-T-109	LT-T-Z:LP-DIR-T	g	3308	pmagpy-4.3.7	PKSB-1F	u	0	0	0	0	17	633
	This study		58.5	49.4	6.6	PKSB-1F_LP-DIR-T	shoemake 2024-11-19 09:10:53	6.60E-13	7.30E-13	6.20E-13	3.00E-13	8	273	PKSB-1F_LP-DIR-T-110	LT-T-Z:LP-DIR-T	g	3309	pmagpy-4.3.7	PKSB-1F	u	0	0	0	0	18	633
	This study		50.2	9.9	-86.2	PKSB-1F_LP-DIR-T	shoemake 2024-11-20 18:26:42	2.21E-11	1.92E-12	1.05E-12	2.82E-11	8	273	PKSB-1F_LP-DIR-T-111	LT-T-Z:LP-DIR-T	g	3310	pmagpy-4.3.7	PKSB-1F	u	0	0	0	0	19	633
	This study		3.3	165.8	-32.4	PKSB-1F_LP-DIR-T	shoemake 2024-11-23 00:28:38	1.26E-06	1.47E-08	7.08E-08	1.61E-08	8	273	PKSB-1F_LP-DIR-T-112	LT-T-Z:LP-DIR-T	g	3311	pmagpy-4.3.7	PKSB-1F	u	0	0	0	0	20	633
	This study		2.2	162.2	-31.2	PKSB-1F_LP-DIR-T	shoemake 2024-11-25 12:14:16	1.01E-06	2.14E-08	2.98E-08	1.54E-08	8	273	PKSB-1F_LP-DIR-T-113	LT-T-Z:LP-DIR-T	g	3312	pmagpy-4.3.7	PKSB-1F	u	0	0	0	0	21	663
	This study		2.4	170.8	-38.2	PKSB-1F_LP-DIR-T	shoemake 2024-11-27 01:22:50	2.42E-07	5.50E-09	7.21E-09	8.16E-09	8	273	PKSB-1F_LP-DIR-T-114	LT-T-Z:LP-DIR-T	g	3313	pmagpy-4.3.7	PKSB-1F	u	0	0	0	0	22	693
	This study		7.1	164.6	-7.7	PKSB-1F_LP-DIR-T	shoemake 2024-12-05 08:26:59	6.70E-08	2.51E-09	8.99E-10	8.10E-09	8	273	PKSB-1F_LP-DIR-T-115	LT-T-Z:LP-DIR-T	g	3314	pmagpy-4.3.7	PKSB-1F	u	0	0	0	0	23	723
	This study		27.3	92.9	82.4	PKSB-1F_LP-DIR-T	shoemake 2025-02-06 06:26:05	4.03E-08	1.43E-08	1.53E-08	1.54E-09	8	273	PKSB-1F_LP-DIR-T-116	LT-T-Z:LP-DIR-T	g	3315	pmagpy-4.3.7	PKSB-1F	u	0	0	0	0	24	723
	This study		28.3	125.8	81.6	PKSB-1F_LP-DIR-T	shoemake 2025-02-07 01:21:40	3.82E-08	1.42E-08	1.49E-08	1.26E-09	8	273	PKSB-1F_LP-DIR-T-117	LT-T-Z:LP-DIR-T	g	3316	pmagpy-4.3.7	PKSB-1F	u	0	0	0	0	25	723
	This study		4.6	58.2	39.2	PKSB-1F_LP-DIR-T	shoemake 2025-02-10 18:19:09	2.81E-07	1.65E-08	3.53E-08	1.90E-08	8	273	PKSB-1F_LP-DIR-T-118	LT-T-Z:LP-DIR-T	g	3317	pmagpy-4.3.7	PKSB-1F	u	0	0	0	0	26	723
	This study		33.4	205.4	-71.7	PKSB-1F_LP-DIR-T	shoemake 2025-04-09 23:10:45	3.51E-08	1.44E-08	1.51E-08	1.31E-08	8	273	PKSB-1F_LP-DIR-T-119	LT-T-Z:LP-DIR-T	g	3318	pmagpy-4.3.7	PKSB-1F	u	0	0	0	0	27	753
	This study		18.2	184.6	-28	PKSB-1F_LP-DIR-T	shoemake 2025-04-15 15:37:52	5.11E-08	1.44E-08	1.51E-08	3.24E-10	8	273	PKSB-1F_LP-DIR-T-120	LT-T-Z:LP-DIR-T	g	3319	pmagpy-4.3.7	PKSB-1F	u	0	0	0	0	28	753
	This study		3.3	158.6	-20.6	PKSB-1G_LP-DIR-T	shoemake 2024-06-28 16:52:13	7.48E-05	1.45E-06	4.01E-06	1.07E-06	8	273	PKSB-1G_LP-DIR-T-121	LT-NO:LP-DIR-T	g	3320	pmagpy-4.3.7	PKSB-1G	u	0	0	0	0	0	273
	This study		2.6	158.1	-21.5	PKSB-1G_LP-DIR-T	shoemake 2024-07-11 16:50:55	7.60E-05	8.95E-07	3.27E-06	9.44E-07	8	273	PKSB-1G_LP-DIR-T-122	LT-LT-Z:LP-DIR-T	g	3321	pmagpy-4.3.7	PKSB-1G	u	0	0	0	0	1	77
	This study		4.5	159.8	-23.8	PKSB-1G_LP-DIR-T	shoemake 2024-07-30 16:26:51	6.31E-05	2.05E-06	4.50E-06	3.28E-07	8	273	PKSB-1G_LP-DIR-T-123	LT-T-Z:LP-DIR-T	g	3322	pmagpy-4.3.7	PKSB-1G	u	0	0	0	0	2	343
	This study		0.9	163.3	-23.7	PKSB-1G_LP-DIR-T	shoemake 2024-08-01 09:42:06	2.45E-05	1.68E-07	3.54E-07	9.36E-08	8	273	PKSB-1G_LP-DIR-T-124	LT-T-Z:LP-DIR-T	g	3323	pmagpy-4.3.7	PKSB-1G	u	0	0	0	0	3	373
	This study		5.9	159.1	-23.9	PKSB-1G_LP-DIR-T	shoemake 2024-09-07 19:21:39	9.69E-06	3.44E-07	9.48E-07	6.16E-08	8	273	PKSB-1G_LP-DIR-T-125	LT-T-Z:LP-DIR-T	g	3324	pmagpy-4.3.7	PKSB-1G	u	0	0	0	0	4	403
	This study		10.3	167.5	-22.8	PKSB-1G_LP-DIR-T	shoemake 2024-09-12 15:21:48	7.59E-06	3.21E-07	1.34E-06	5.49E-08	8	273	PKSB-1G_LP-DIR-T-126	LT-T-Z:LP-DIR-T	g	3325	pmagpy-4.3.7	PKSB-1G	u	0	0	0	0	5	433
	This study		3.1	164.8	-25.4	PKSB-1G_LP-DIR-T	shoemake 2024-09-17 16:57:05	8.00E-06	1.13E-07	4.13E-07	4.38E-08	8	273	PKSB-1G_LP-DIR-T-127	LT-T-Z:LP-DIR-T	g	3326	pmagpy-4.3.7	PKSB-1G	u	0	0	0	0	6	463
	This study		14	177	-22.8	PKSB-1G_LP-DIR-T	shoemake 2024-10-11 03:55:55	7.48E-06	6.87E-08	1.86E-06	1.06E-07	8	273	PKSB-1G_LP-DIR-T-128	LT-T-Z:LP-DIR-T	g	3327	pmagpy-4.3.7	PKSB-1G	u	0	0	0	0	7	483
	This study		61.2	157.4	-22.2	PKSB-1G_LP-DIR-T	shoemake 2024-10-14 13:23:24	3.77E-06	3.59E-06	1.36E-06	1.65E-06	8	273	PKSB-1G_LP-DIR-T-129	LT-T-Z:LP-DIR-T	g	3328	pmagpy-4.3.7	PKSB-1G	u	0	0	0	0	8	483
	This study		34.6	165.2	-21.8	PKSB-1G_LP-DIR-T	shoemake 2024-10-14 14:30:37	3.84E-06	3.69E-06	9.75E-07	1.52E-06	8	273	PKSB-1G_LP-DIR-T-130	LT-T-Z:LP-DIR-T	g	3329	pmagpy-4.3.7	PKSB-1G	u	0	0	0	0	9	483
	This study		1.2	164.3	-22.3	PKSB-1G_LP-DIR-T	shoemake 2024-10-14 14:42:06	7.68E-06	8.32E-08	1.14E-07	8.90E-08	8	273	PKSB-1G_LP-DIR-T-131	LT-T-Z:LP-DIR-T	g	3330	pmagpy-4.3.7	PKSB-1G	u	0	0	0	0	10	483
	This study		1.2	161.1	-20.4	PKSB-1G_LP-DIR-T	shoemake 2024-10-18 12:48:28	7.44E-06	6.32E-08	1.28E-07	8.47E-08	8	273	PKSB-1G_LP-DIR-T-132	LT-T-Z:LP-DIR-T	g	3331	pmagpy-4.3.7	PKSB-1G	u	0	0	0	0	11	513
	This study		3.7	161.3	-22.6	PKSB-1G_LP-DIR-T	shoemake 2024-10-28 15:21:18	7.54E-06	2.11E-07	4.23E-07	1.37E-07	8	273	PKSB-1G_LP-DIR-T-133	LT-T-Z:LP-DIR-T	g	3332	pmagpy-4.3.7	PKSB-1G	u	0	0	0	0	12	543
	This study		4.6	162	-27.4	PKSB-1G_LP-DIR-T	shoemake 2024-11-06 18:59:58	4.82E-06	1.11E-07	3.74E-07	1.79E-08	8	273	PKSB-1G_LP-DIR-T-134	LT-T-Z:LP-DIR-T	g	3333	pmagpy-4.3.7	PKSB-1G	u	0	0	0	0	13	573
	This study		1.4	165.3	-26.9	PKSB-1G_LP-DIR-T	shoemake 2024-11-15 19:34:37	3.26E-06	3.90E-08	6.39E-08	4.06E-08	8	273	PKSB-1G_LP-DIR-T-135	LT-T-Z:LP-DIR-T	g	3334	pmagpy-4.3.7	PKSB-1G	u	0	0	0	0	14	603
	This study		4.1	171	-28.6	PKSB-1G_LP-DIR-T	shoemake 2024-11-18 19:09:22	1.74E-06	3.23E-08	1.18E-07	2.23E-08	8	273	PKSB-1G_LP-DIR-T-136	LT-T-Z:LP-DIR-T	g	3335	pmagpy-4.3.7	PKSB-1G	u	0	0	0	0	15	633
	This study		31.6	181.1	0.1	PKSB-1G_LP-DIR-T	shoemake 2024-11-23 00:31:10	1.52E-06	1.61E-08	2.10E-07	9.12E-07	8	273	PKSB-1G_LP-DIR-T-137	LT-T-Z:LP-DIR-T	g	3336	pmagpy-4.3.7	PKSB-1G	u	0	0	0	0	16	633
	This study		1.4	163.1	-28.6	PKSB-1G_LP-DIR-T	shoemake 2024-11-23 22:16:21	1.75E-06	2.25E-08	2.86E-08	2.87E-08	8	273	PKSB-1G_LP-DIR-T-138	LT-T-Z:LP-DIR-T	g	3337	pmagpy-4.3.7	PKSB-1G	u	0	0	0	0	17	633
	This study		1.4	166.2	-27.8	PKSB-1G_LP-DIR-T	shoemake 2024-11-25 12:16:48	1.40E-06	1.85E-08	2.16E-08	2.34E-08	8	273	PKSB-1G_LP-DIR-T-139	LT-T-Z:LP-DIR-T	g	3338	pmagpy-4.3.7	PKSB-1G	u	0	0	0	0	18	663
	This study		1.7	172.3	-28.5	PKSB-1G_LP-DIR-T	shoemake 2024-11-27 01:25:20	5.87E-07	1.01E-08	1.00E-08	1.29E-08	8	273	PKSB-1G_LP-DIR-T-140	LT-T-Z:LP-DIR-T	g	3339	pmagpy-4.3.7	PKSB-1G	u	0	0	0	0	19	693
	This study		1.9	163.9	-19.9	PKSB-1G_LP-DIR-T	shoemake 2024-12-05 08:29:30	1.76E-07	2.42E-09	4.15E-09	3.87E-09	8	273	PKSB-1G_LP-DIR-T-141	LT-T-Z:LP-DIR-T	g	3340	pmagpy-4.3.7	PKSB-1G	u	0	0	0	0	20	723
	This study		9.4	158.8	-16.5	PKSB-1G_LP-DIR-T	shoemake 2025-02-06 06:28:35	1.03E-07	1.29E-08	1.66E-08	2.98E-09	8	273	PKSB-1G_LP-DIR-T-142	LT-T-Z:LP-DIR-T	g	3341	pmagpy-4.3.7	PKSB-1G	u	0	0	0	0	21	723
	This study		34.1	342.6	-79.4	PKSB-1G_LP-DIR-T	shoemake 2025-04-09 23:13:15	3.39E-08	1.35E-08	1.41E-08	1.35E-08	8	273	PKSB-1G_LP-DIR-T-143	LT-T-Z:LP-DIR-T	g	3342	pmagpy-4.3.7	PKSB-1G	u	0	0	0	0	22	753
	This study		26.4	192	-28.6	PKSB-1G_LP-DIR-T	shoemake 2025-04-15 15:40:23	3.32E-08	1.35E-08	1.39E-08	1.70E-09	8	273	PKSB-1G_LP-DIR-T-144	LT-T-Z:LP-DIR-T	g	3343	pmagpy-4.3.7	PKSB-1G	u	0	0	0	0	23	753
	This study		11.8	167.3	-19.8	PKSB-1H_LP-DIR-T	shoemake 2024-06-28 16:54:22	6.50E-05	2.69E-06	1.33E-05	1.25E-06	8	273	PKSB-1H_LP-DIR-T-145	LT-NO:LP-DIR-T	g	3344	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	0	273
	This study		6.2	159.4	-20.8	PKSB-1H_LP-DIR-T	shoemake 2024-07-11 16:53:05	6.74E-05	2.46E-06	6.70E-06	1.56E-06	8	273	PKSB-1H_LP-DIR-T-146	LT-LT-Z:LP-DIR-T	g	3345	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	1	77
	This study		55.9	165.8	-22.8	PKSB-1H_LP-DIR-T	shoemake 2024-07-30 16:29:49	2.85E-05	2.73E-05	6.90E-06	1.18E-05	8	273	PKSB-1H_LP-DIR-T-147	LT-T-Z:LP-DIR-T	g	3346	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	2	343
	This study		4.6	150.1	-21.9	PKSB-1H_LP-DIR-T	shoemake 2024-07-31 09:25:54	5.67E-05	2.24E-06	3.74E-06	1.51E-06	8	273	PKSB-1H_LP-DIR-T-148	LT-T-Z:LP-DIR-T	g	3347	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	3	343
	This study		58.8	161.6	-22.9	PKSB-1H_LP-DIR-T	shoemake 2024-08-01 09:44:35	1.18E-05	1.10E-05	3.66E-06	4.89E-06	8	273	PKSB-1H_LP-DIR-T-149	LT-T-Z:LP-DIR-T	g	3348	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	4	373
	This study		4.1	157.8	-21.8	PKSB-1H_LP-DIR-T	shoemake 2024-08-01 13:25:32	2.35E-05	5.06E-07	1.58E-06	4.01E-07	8	273	PKSB-1H_LP-DIR-T-150	LT-T-Z:LP-DIR-T	g	3349	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	5	373
	This study		7.5	153.5	-22.5	PKSB-1H_LP-DIR-T	shoemake 2024-09-07 19:24:07	1.12E-05	5.60E-07	1.35E-06	1.97E-07	8	273	PKSB-1H_LP-DIR-T-151	LT-T-Z:LP-DIR-T	g	3350	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	6	403
	This study		49	163.8	-19.5	PKSB-1H_LP-DIR-T	shoemake 2024-09-12 15:24:19	4.16E-06	4.02E-06	1.17E-06	1.49E-06	8	273	PKSB-1H_LP-DIR-T-152	LT-T-Z:LP-DIR-T	g	3351	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	7	433
	This study		25.8	188.7	0.2	PKSB-1H_LP-DIR-T	shoemake 2024-09-13 14:03:32	7.61E-06	3.58E-07	2.17E-06	2.95E-06	8	273	PKSB-1H_LP-DIR-T-153	LT-T-Z:LP-DIR-T	g	3352	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	8	433
	This study		37.6	154.6	-19.5	PKSB-1H_LP-DIR-T	shoemake 2024-09-13 14:16:02	4.17E-06	3.80E-06	1.80E-06	1.49E-06	8	273	PKSB-1H_LP-DIR-T-154	LT-T-Z:LP-DIR-T	g	3353	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	9	433
	This study		42.5	247	76.8	PKSB-1H_LP-DIR-T	shoemake 2024-09-13 16:01:28	2.82E-11	1.48E-11	1.58E-11	1.92E-11	8	273	PKSB-1H_LP-DIR-T-155	LT-T-Z:LP-DIR-T	g	3354	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	10	433
	This study		0.6	152.6	-17.2	PKSB-1H_LP-DIR-T	shoemake 2024-09-13 16:08:19	8.33E-06	3.59E-08	7.45E-08	4.12E-08	8	273	PKSB-1H_LP-DIR-T-156	LT-T-Z:LP-DIR-T	g	3355	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	11	433
	This study		51.2	162.2	-22	PKSB-1H_LP-DIR-T	shoemake 2024-09-17 16:59:36	4.16E-06	3.93E-06	1.26E-06	1.67E-06	8	273	PKSB-1H_LP-DIR-T-157	LT-T-Z:LP-DIR-T	g	3356	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	12	463
	This study		59.5	166.8	-21.9	PKSB-1H_LP-DIR-T	shoemake 2024-09-17 17:39:12	4.18E-06	4.04E-06	9.45E-07	1.66E-06	8	273	PKSB-1H_LP-DIR-T-158	LT-T-Z:LP-DIR-T	g	3357	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	13	463
	This study		0.6	163.7	-20.1	PKSB-1H_LP-DIR-T	shoemake 2024-09-17 17:47:38	8.37E-06	4.24E-08	7.08E-08	4.86E-08	8	273	PKSB-1H_LP-DIR-T-159	LT-T-Z:LP-DIR-T	g	3358	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	14	463
	This study		39.4	156.4	-19.4	PKSB-1H_LP-DIR-T	shoemake 2024-10-11 03:58:26	4.10E-06	3.79E-06	1.65E-06	1.45E-06	8	273	PKSB-1H_LP-DIR-T-160	LT-T-Z:LP-DIR-T	g	3359	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	15	483
	This study		2.9	158.5	-18.5	PKSB-1H_LP-DIR-T	shoemake 2024-10-14 13:25:54	8.20E-06	1.94E-07	3.36E-07	1.49E-07	8	273	PKSB-1H_LP-DIR-T-161	LT-T-Z:LP-DIR-T	g	3360	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	16	483
	This study		2.8	158.8	-21.1	PKSB-1H_LP-DIR-T	shoemake 2024-10-18 12:50:53	7.71E-06	1.98E-07	3.07E-07	1.29E-07	8	273	PKSB-1H_LP-DIR-T-162	LT-T-Z:LP-DIR-T	g	3361	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	17	513
	This study		59.1	157.6	-22.8	PKSB-1H_LP-DIR-T	shoemake 2024-10-28 15:23:38	3.81E-06	3.47E-06	1.43E-06	1.58E-06	8	273	PKSB-1H_LP-DIR-T-163	LT-T-Z:LP-DIR-T	g	3362	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	18	543
	This study		61.6	155.8	-22.3	PKSB-1H_LP-DIR-T	shoemake 2024-10-28 15:45:17	3.69E-06	3.33E-06	1.50E-06	1.50E-06	8	273	PKSB-1H_LP-DIR-T-164	LT-T-Z:LP-DIR-T	g	3363	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	19	543
	This study		2.9	154.9	-21.9	PKSB-1H_LP-DIR-T	shoemake 2024-10-28 17:49:58	7.43E-06	1.20E-07	3.31E-07	1.29E-07	8	273	PKSB-1H_LP-DIR-T-165	LT-T-Z:LP-DIR-T	g	3364	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	20	543
	This study		9.9	156.7	-25	PKSB-1H_LP-DIR-T	shoemake 2024-11-06 19:02:29	5.24E-06	2.98E-07	8.54E-07	1.20E-07	8	273	PKSB-1H_LP-DIR-T-166	LT-T-Z:LP-DIR-T	g	3365	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	21	573
	This study		2.8	160.6	-22.6	PKSB-1H_LP-DIR-T	shoemake 2024-11-15 19:37:07	3.90E-06	4.27E-08	1.60E-07	1.00E-07	8	273	PKSB-1H_LP-DIR-T-167	LT-T-Z:LP-DIR-T	g	3366	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	22	603
	This study		34.8	166.7	-24.9	PKSB-1H_LP-DIR-T	shoemake 2024-11-18 19:11:53	1.31E-06	1.23E-06	2.93E-07	5.87E-07	8	273	PKSB-1H_LP-DIR-T-168	LT-T-Z:LP-DIR-T	g	3367	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	23	633
	This study		70.2	162.3	-25	PKSB-1H_LP-DIR-T	shoemake 2024-11-19 09:13:26	1.31E-06	1.21E-06	3.86E-07	5.91E-07	8	273	PKSB-1H_LP-DIR-T-169	LT-T-Z:LP-DIR-T	g	3368	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	24	633
	This study		38.8	13.9	85.8	PKSB-1H_LP-DIR-T	shoemake 2024-11-20 18:29:12	1.73E-11	2.10E-12	9.40E-13	2.06E-11	8	273	PKSB-1H_LP-DIR-T-170	LT-T-Z:LP-DIR-T	g	3369	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	25	633
	This study		2.4	164	-23.6	PKSB-1H_LP-DIR-T	shoemake 2024-11-23 00:33:41	2.60E-06	4.42E-08	9.00E-08	5.23E-08	8	273	PKSB-1H_LP-DIR-T-171	LT-T-Z:LP-DIR-T	g	3370	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	26	633
	This study		1.9	167.9	-23.7	PKSB-1H_LP-DIR-T	shoemake 2024-11-25 12:19:19	2.23E-06	3.39E-08	4.17E-08	5.45E-08	8	273	PKSB-1H_LP-DIR-T-172	LT-T-Z:LP-DIR-T	g	3371	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	27	663
	This study		2.8	170.5	-31.9	PKSB-1H_LP-DIR-T	shoemake 2024-11-27 01:27:52	1.00E-06	1.91E-08	3.86E-08	2.51E-08	8	273	PKSB-1H_LP-DIR-T-173	LT-T-Z:LP-DIR-T	g	3372	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	28	693
	This study		6.2	164.1	-18.3	PKSB-1H_LP-DIR-T	shoemake 2024-12-05 08:32:02	6.93E-07	2.16E-08	7.07E-08	1.78E-08	8	273	PKSB-1H_LP-DIR-T-174	LT-T-Z:LP-DIR-T	g	3373	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	29	723
	This study		54.3	163	-20	PKSB-1H_LP-DIR-T	shoemake 2025-02-06 06:31:06	3.25E-07	3.12E-07	9.59E-08	1.19E-07	8	273	PKSB-1H_LP-DIR-T-175	LT-T-Z:LP-DIR-T	g	3374	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	30	723
	This study		58.4	163.5	-20	PKSB-1H_LP-DIR-T	shoemake 2025-02-07 01:24:11	3.26E-07	3.14E-07	9.35E-08	1.19E-07	8	273	PKSB-1H_LP-DIR-T-176	LT-T-Z:LP-DIR-T	g	3375	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	31	723
	This study		57.4	161.4	-20.9	PKSB-1H_LP-DIR-T	shoemake 2025-02-10 18:21:39	3.59E-07	3.39E-07	1.15E-07	1.37E-07	8	273	PKSB-1H_LP-DIR-T-177	LT-T-Z:LP-DIR-T	g	3376	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	32	723
	This study		56.2	168.7	-20.3	PKSB-1H_LP-DIR-T	shoemake 2025-02-12 13:52:36	3.46E-07	3.41E-07	6.83E-08	1.29E-07	8	273	PKSB-1H_LP-DIR-T-178	LT-T-Z:LP-DIR-T	g	3377	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	33	723
	This study		7	160.7	-19	PKSB-1H_LP-DIR-T	shoemake 2025-02-21 10:30:05	6.72E-07	2.56E-08	7.89E-08	1.43E-08	8	273	PKSB-1H_LP-DIR-T-179	LT-T-Z:LP-DIR-T	g	3378	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	34	723
	This study		64.7	352.1	-23.8	PKSB-1H_LP-DIR-T	shoemake 2025-04-09 23:15:45	2.71E-08	1.10E-08	3.03E-08	4.49E-08	8	273	PKSB-1H_LP-DIR-T-180	LT-T-Z:LP-DIR-T	g	3379	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	35	753
	This study		31	277.8	-26.4	PKSB-1H_LP-DIR-T	shoemake 2025-04-15 15:42:53	2.28E-08	1.16E-08	1.09E-08	1.39E-09	8	273	PKSB-1H_LP-DIR-T-181	LT-T-Z:LP-DIR-T	g	3380	pmagpy-4.3.7	PKSB-1H	u	0	0	0	0	36	753
	This study		5	82.1	-49.4	NWFB-1B_LP-DIR-T	shoemake 2024-07-01 13:42:27	1.22E-05	1.04E-06	2.19E-07	9.68E-08	8	273	NWFB-1B_LP-DIR-T-1	LT-NO:LP-DIR-T	g	3381	pmagpy-4.3.7	NWFB-1B	u	0	0	0	0	0	273
	This study		6.7	87	-49.6	NWFB-1B_LP-DIR-T	shoemake 2024-07-08 17:14:03	1.22E-05	1.41E-06	2.24E-07	1.56E-07	8	273	NWFB-1B_LP-DIR-T-2	LT-LT-Z:LP-DIR-T	g	3382	pmagpy-4.3.7	NWFB-1B	u	0	0	0	0	1	77
	This study		5.2	84.9	-49.3	NWFB-1B_LP-DIR-T	shoemake 2024-07-11 14:34:15	1.23E-05	1.09E-06	2.24E-07	1.12E-07	8	273	NWFB-1B_LP-DIR-T-3	LT-LT-Z:LP-DIR-T	g	3383	pmagpy-4.3.7	NWFB-1B	u	0	0	0	0	2	77
	This study		4.8	84.3	-49.4	NWFB-1B_LP-DIR-T	shoemake 2024-07-30 17:49:15	1.23E-05	1.03E-06	1.39E-07	4.71E-08	8	273	NWFB-1B_LP-DIR-T-4	LT-T-Z:LP-DIR-T	g	3384	pmagpy-4.3.7	NWFB-1B	u	0	0	0	0	3	343
	This study		2.3	88.5	-48.6	NWFB-1B_LP-DIR-T	shoemake 2024-08-01 10:52:32	1.25E-05	4.98E-07	1.08E-07	5.72E-08	8	273	NWFB-1B_LP-DIR-T-5	LT-T-Z:LP-DIR-T	g	3385	pmagpy-4.3.7	NWFB-1B	u	0	0	0	0	4	373
	This study		6.3	91.1	-44	NWFB-1B_LP-DIR-T	shoemake 2024-09-07 15:55:57	1.42E-05	1.58E-06	9.56E-08	7.50E-08	8	273	NWFB-1B_LP-DIR-T-6	LT-T-Z:LP-DIR-T	g	3386	pmagpy-4.3.7	NWFB-1B	u	0	0	0	0	5	403
	This study		3	82.8	-43.9	NWFB-1B_LP-DIR-T	shoemake 2024-09-12 12:31:47	1.44E-05	7.33E-07	1.60E-07	6.73E-08	8	273	NWFB-1B_LP-DIR-T-7	LT-T-Z:LP-DIR-T	g	3387	pmagpy-4.3.7	NWFB-1B	u	0	0	0	0	6	433
	This study		3.6	88.3	-42.4	NWFB-1B_LP-DIR-T	shoemake 2024-09-17 12:19:51	1.45E-05	9.02E-07	1.19E-07	7.84E-08	8	273	NWFB-1B_LP-DIR-T-8	LT-T-Z:LP-DIR-T	g	3388	pmagpy-4.3.7	NWFB-1B	u	0	0	0	0	7	463
